,Original_images_mAP,Attacked_images_mAP,FID_full_generated,FID_segments_generated,IS_full_generated,IS_segments_generated
0,0.643263002934304,0.36461185433375143,13.982131004333496,12.069391250610352,4.525169696834699,3.944362046964073
