,Original_images_mAP,Attacked_images_mAP,Inseption_score_full_generated (mean),Inseption_score_full_generated (std),Inseption_score_segments_generated (mean),Inseption_score_segments_generated (std)
0,0.643263002934304,0.36718448379499075,4.621645378860637,0.0,1.8925377876041973,0.0
