,Original_images_mAP,Attacked_images_mAP,FID_full_generated,FID_segments_generated,IS_full_generated,IS_segments_generated
0,0.643263002934304,0.36341435609434203,115.12079620361328,115.26351165771484,0.08707624887784868,0.08371343131554115
