,Original_images_mAP,Attacked_images_mAP,FID_full_generated,FID_segments_generated,IS_full_generated,IS_segments_generated
0,0.8488404392936956,0.44540511391571036,50.774226177115736,44.809988258526715,3.859822796202921,3.800950862018907
