,Original_images_mAP,Attacked_images_mAP,FID_full_generated,FID_segments_generated,IS_full_generated,IS_segments_generated
0,0.547295888264974,0.41574972371260327,302.9277144207783,157.50326964547185,3.9312161575781746,3.4298609533986184
