,Original_images_mAP,Attacked_images_mAP,FID_full_generated,FID_segments_generated,IS_full_generated,IS_segments_generated
0,0.607456185320761,0.3920700835149149,172.9777726670364,120.40727322762353,13.577628963496464,14.873110391654976
