,Original_images_mAP,Attacked_images_mAP,FID_full_generated,FID_segments_generated,IS_full_generated,IS_segments_generated
0,0.6196032344549894,0.3883178971405141,188.3813417026168,133.66357478849284,11.383392381498897,13.734676493338691
