,Original_images_mAP,Attacked_images_mAP,FID_full_generated,FID_segments_generated,IS_full_generated,IS_segments_generated
0,0.6203909241594374,0.37568621956277637,188.16730837997153,144.9320994943199,12.480950443569787,13.18271202053647
